,StockCode,count,percent,pop1,pop2
947,N22483,172,0.03,0.00033221179660912194,0.00024346817614783224
948,N22537,171,0.03,0.00033028033267534795,8.464025876333483e-05
949,N84971S,171,0.03,0.00033028033267534795,0.00015587801985319016
950,N22945,171,0.03,0.00033028033267534795,0.0002902147315645173
951,N22072,171,0.03,0.00033028033267534795,0.0002981671329422042
952,N85176,171,0.03,0.00033028033267534795,9.165324257660686e-05
953,N22175,170,0.03,0.00032834886874157397,0.00026793199969468555
954,N22704,169,0.03,0.00032641740480780004,0.00020855280561751124
955,N23129,169,0.03,0.00032641740480780004,0.0004124696066178091
956,N22375,169,0.03,0.00032641740480780004,0.00017219566082072837
957,N16235,169,0.03,0.00032641740480780004,7.403284429160095e-05
958,N21619,168,0.03,0.00032448594087402605,0.0001560149304847753
959,N23006,168,0.03,0.00032448594087402605,7.422557233452462e-05
960,N22810,168,0.03,0.00032448594087402605,0.0003078677777693628
961,N23145,168,0.03,0.00032448594087402605,0.00020606945739229794
962,N23237,168,0.03,0.00032448594087402605,0.00034838384629022005
963,N22154,168,0.03,0.00032448594087402605,0.0001704210884036442
964,N16156S,167,0.03,0.0003225544769402521,0.00024549129401917866
965,N22718,167,0.03,0.0003225544769402521,7.28059144008573e-05
966,N23348,167,0.03,0.0003225544769402521,0.00016615158301559724
967,N22651,167,0.03,0.0003225544769402521,0.00016200845667209039
968,N21906,167,0.03,0.0003225544769402521,0.00044454460812209094
969,N23390,166,0.03,0.00032062301300647813,0.0002756527061573823
970,N47503A,166,0.03,0.00032062301300647813,0.0001262526654955776
971,N22436,166,0.03,0.00032062301300647813,0.0001446155406672567
972,N21071,166,0.03,0.00032062301300647813,0.00013651464391223515
973,N85034C,166,0.03,0.00032062301300647813,0.00017977419085831744
974,N22740,166,0.03,0.00032062301300647813,0.0005929725832996413
975,N84031A,166,0.03,0.00032062301300647813,0.0002065412724919144
976,N23157,166,0.03,0.00032062301300647813,0.00043520098409575834
977,N21833,166,0.03,0.00032062301300647813,0.0004774589771138602
978,N21162,165,0.03,0.00031869154907270415,8.36365985179454e-05
979,N22199,165,0.03,0.00031869154907270415,0.00019766103829556205
980,N22675,165,0.03,0.00031869154907270415,0.00015785901137635653
981,N23404,165,0.03,0.00031869154907270415,0.0004726060218035197
982,N22425,165,0.03,0.00031869154907270415,0.0002455197293042001
983,N23489,165,0.03,0.00031869154907270415,0.00028532491569951924
984,N21224,165,0.03,0.00031869154907270415,0.00011163482267710397
985,N84580,165,0.03,0.00031869154907270415,0.00015414873326039953
986,N85040A,165,0.03,0.00031869154907270415,0.00016614842353948373
987,N21870,164,0.03,0.0003167600851389302,0.00019130206603778518
988,N22134,164,0.03,0.0003167600851389302,4.4171582384180135e-05
989,N21773,164,0.03,0.0003167600851389302,0.00012155241819738971
990,N22757,164,0.03,0.0003167600851389302,0.00012311319939746016
991,N22093,164,0.03,0.0003167600851389302,7.833394444078295e-05
992,N22937,164,0.03,0.0003167600851389302,0.00026565296425814535
993,N22185,164,0.03,0.0003167600851389302,0.00023506923547943692
994,N22587,164,0.03,0.0003167600851389302,8.55870484386812e-05
995,N22097,164,0.03,0.0003167600851389302,7.493118866654028e-05
996,N85039A,164,0.03,0.0003167600851389302,0.00010678186736676343
997,N37370,164,0.03,0.0003167600851389302,0.00033443791872521796
998,N47599A,163,0.03,0.00031482862120515623,0.00048546403642677215
999,N21557,163,0.03,0.00031482862120515623,0.00019416139192050534
1000,N23342,163,0.03,0.00031482862120515623,0.00032485838714907704
1001,N21471,163,0.03,0.00031482862120515623,0.00022991402362090464
1002,N21495,163,0.03,0.00031482862120515623,0.000245912557500979
1003,N22364,163,0.03,0.00031482862120515623,0.00019395181333830964
1004,N22099,163,0.03,0.00031482862120515623,8.326378033655204e-05
1005,N22224,163,0.03,0.00031482862120515623,0.00028706052124453685
1006,N22440,162,0.03,0.00031289715727138225,0.00025119098892793795
1007,N22268,162,0.03,0.00031289715727138225,8.351443210822328e-05
1008,N22984,162,0.03,0.00031289715727138225,0.0001149048804545795
1009,N85062,162,0.03,0.00031289715727138225,0.0002579501614934252
1010,N21713,162,0.03,0.00031289715727138225,0.00019342734030346816
1011,N72817,162,0.03,0.00031289715727138225,0.00012661811156603942
1012,N22891,161,0.03,0.0003109656933376083,0.00021486333257488108
1013,N23152,161,0.03,0.0003109656933376083,0.00021912546585199657
1014,N84912B,161,0.03,0.0003109656933376083,0.00011772734578264215
1015,N85174,161,0.03,0.0003109656933376083,0.000310353232311985
1016,N22854,161,0.03,0.0003109656933376083,0.00038431024917686194
1017,N23102,160,0.03,0.00030903422940383433,0.00011234359848523312
1018,N22026,160,0.03,0.00030903422940383433,7.499332503010584e-05
1019,N21115,160,0.03,0.00030903422940383433,0.0003072000751507091
1020,N21905,160,0.03,0.00030903422940383433,8.575134119658337e-05
1021,N72351A,159,0.03,0.0003071027654700604,0.0002662543178784155
1022,N23376,159,0.03,0.0003071027654700604,0.0001453601238713389
1023,N21563,159,0.03,0.0003071027654700604,0.0002952140759347835
1024,N22822,159,0.03,0.0003071027654700604,0.000272631193834169
1025,N22678,159,0.03,0.0003071027654700604,0.00011877629185232512
1026,N21260,159,0.03,0.0003071027654700604,0.0003375089295075428
1027,N22080,158,0.03,0.0003051713015362864,0.00019354213460225875
1028,N22990,158,0.03,0.0003051713015362864,0.00025206616381137826
1029,N22696,158,0.03,0.0003051713015362864,0.0001533872995170454
1030,N22664,158,0.03,0.0003051713015362864,0.0001418446801157146
1031,N22586,158,0.03,0.0003051713015362864,7.70964829629943e-05
1032,N23297,158,0.03,0.0003051713015362864,0.0006706862172634731
1033,N22536,157,0.03,0.00030323983760251243,0.00016814626560192211
1034,N21844,157,0.03,0.00030323983760251243,0.0005413277867483223
1035,N22400,157,0.03,0.00030323983760251243,7.31292341231391e-05
1036,N23051,157,0.03,0.00030323983760251243,0.0003316649518562669
1037,N23280,157,0.03,0.00030323983760251243,0.000166937239409155
1038,N23211,157,0.03,0.00030323983760251243,0.00028665084250848594
1039,N23053,157,0.03,0.00030323983760251243,0.00032361671303647035
1040,N21534,156,0.03,0.0003013083736687385,0.0001953009096387754
1041,N22249,156,0.03,0.0003013083736687385,8.703935429218807e-05
1042,N23031,156,0.03,0.0003013083736687385,0.0002289303733909007
1043,N21123,156,0.03,0.0003013083736687385,0.0001330497517744269
1044,N22244,156,0.03,0.0003013083736687385,0.00032080372613674826
1045,N21584,156,0.03,0.0003013083736687385,0.00017439254987831743
1046,N22609,156,0.03,0.0003013083736687385,0.0001440826423627792
1047,N84535B,156,0.03,0.0003013083736687385,8.95395530566734e-05
1048,N23370,155,0.03,0.0002993769097349645,0.00020875395893007093
1049,N23132,155,0.03,0.0002993769097349645,0.000549654059466107
1050,N21258,155,0.03,0.0002993769097349645,0.0007935076916997865
1051,N20665,155,0.03,0.0002993769097349645,0.00016098268009390645
1052,N22686,155,0.03,0.0002993769097349645,0.00013305396440924493
1053,N23388,155,0.03,0.0002993769097349645,0.0003202118509448187
1054,N23133,155,0.03,0.0002993769097349645,0.0005819123105849719
1055,N22095,155,0.03,0.0002993769097349645,0.00016960173093154247
1056,N23506,155,0.03,0.0002993769097349645,0.00011909118630497094
1057,N21983,155,0.03,0.0002993769097349645,8.190099297292776e-05
1058,N85017B,154,0.03,0.00029744544580119053,5.194705309951088e-05
1059,N23394,154,0.03,0.00029744544580119053,0.00019735140963643877
1060,N23233,154,0.03,0.00029744544580119053,0.00020684036956399263
1061,N22838,154,0.03,0.00029744544580119053,0.0006553027280668272
1062,N85231B,154,0.03,0.00029744544580119053,8.189151454458727e-05
1063,N22566,154,0.03,0.00029744544580119053,8.14755168563094e-05
1064,N22890,154,0.03,0.00029744544580119053,0.00039292508737967996
1065,N22680,153,0.03,0.0002955139818674166,0.0001169311578020394
1066,N21591,153,0.03,0.0002955139818674166,0.00020719739036481846
1067,N22859,153,0.03,0.0002955139818674166,0.00017048217160850528
1068,N23213,153,0.03,0.0002955139818674166,0.00022060199435570697
1069,N21947,153,0.03,0.0002955139818674166,0.0001060688789238163
1070,N23029,153,0.03,0.0002955139818674166,0.00023742620466011012
1071,N22283,153,0.03,0.0002955139818674166,0.0002837873039909478
1072,N72760B,153,0.03,0.0002955139818674166,0.00042331714127416927
1073,N23090,152,0.03,0.0002935825179336426,0.00019598230332058751
1074,N21948,152,0.03,0.0002935825179336426,9.367636044795324e-05
1075,N22132,152,0.03,0.0002935825179336426,9.054110698465383e-05
1076,N22402,152,0.03,0.0002935825179336426,0.00010235860080785933
1077,N72807C,152,0.03,0.0002935825179336426,0.0002723310436033861
1078,N23340,152,0.03,0.0002935825179336426,0.00039028797798360947
1079,N22679,151,0.03,0.0002916510539998687,0.00010524004302337402
1080,N22412,151,0.03,0.0002916510539998687,0.00020411795431285766
1081,N22639,151,0.03,0.0002916510539998687,0.00020246028251197303
1082,N22498,151,0.03,0.0002916510539998687,0.0002234792239364036
1083,N22914,151,0.03,0.0002916510539998687,0.0002116017000670416
1084,N22942,151,0.03,0.0002916510539998687,0.00045544269439626723
1085,N22468,151,0.03,0.0002916510539998687,0.0003740998755367249
1086,N23541,151,0.03,0.0002916510539998687,0.0006810050662501737
1087,N22186,150,0.03,0.0002897195900660947,0.00021036634490666193
1088,N22155,150,0.03,0.0002897195900660947,0.00011735242128383979
1089,N22167,150,0.03,0.0002897195900660947,0.0002444876337737892
1090,N21356,150,0.03,0.0002897195900660947,7.090917557405103e-05
1091,N22986,150,0.03,0.0002897195900660947,0.00017478221859898278
1092,N23372,150,0.03,0.0002897195900660947,0.0001660947124455542
1093,N51014L,149,0.03,0.0002877881261323207,0.00010673342206635639
1094,N22779,149,0.03,0.0002877881261323207,0.0006030492057843066
1095,N85038,149,0.03,0.0002877881261323207,0.00022955279018526078
1096,N23096,148,0.03,0.0002858566621985468,0.00018533381565937807
1097,N22250,148,0.03,0.0002858566621985468,7.429508080902168e-05
1098,N21875,148,0.03,0.0002858566621985468,0.00025269279324055636
1099,N20752,148,0.03,0.0002858566621985468,9.804380959551882e-05
1100,N20707,148,0.03,0.0002858566621985468,4.9197255722058814e-05
1101,N22069,148,0.03,0.0002858566621985468,0.00010497885966465778
1102,N23255,148,0.03,0.0002858566621985468,0.00037684335396195
1103,N84078A,147,0.03,0.0002839251982647728,0.0016013172786066964
1104,N84568,147,0.03,0.0002839251982647728,0.0003014824765439732
1105,N22842,147,0.03,0.0002839251982647728,0.00033294664599964454
1106,N21913,147,0.03,0.0002839251982647728,0.00016411688039850135
1107,N22565,147,0.03,0.0002839251982647728,8.653489127273209e-05
1108,N22023,147,0.03,0.0002839251982647728,5.673576572887684e-05
1109,N16169E,147,0.03,0.0002839251982647728,0.00019267117235363643
1110,N22116,147,0.03,0.0002839251982647728,6.426585046605886e-05
1111,N22228,147,0.03,0.0002839251982647728,8.092787432996886e-05
1112,N21872,147,0.03,0.0002839251982647728,0.0001537590645397342
1113,N21447,146,0.03,0.00028199373433099886,0.00015382436037941324
1114,N22068,146,0.03,0.00028199373433099886,8.884236199429373e-05
1115,N23119,146,0.03,0.00028199373433099886,0.000131029793379194
1116,N21527,146,0.03,0.00028199373433099886,0.0003923005642679109
1117,N84031B,146,0.03,0.00028199373433099886,0.00015169382032020776
1118,N23221,146,0.03,0.00028199373433099886,0.0001373434798126774
1119,N22311,145,0.03,0.0002800622703972249,0.0003572272199319147
1120,N22650,145,0.03,0.0002800622703972249,0.00014046504221281833
1121,N22165,145,0.03,0.0002800622703972249,0.00034782672533553895
1122,N22671,144,0.03,0.0002781308064634509,0.00016751015774440348
1123,N22976,144,0.03,0.0002781308064634509,0.0001448367039952019
1124,N15039,144,0.03,0.0002781308064634509,0.0002048909728019613
1125,N22608,144,0.03,0.0002781308064634509,0.00011738928183849733
1126,N21015,144,0.03,0.0002781308064634509,6.215005462871637e-05
1127,N22731,144,0.03,0.0002781308064634509,0.00016179045282025867
1128,N22231,144,0.03,0.0002781308064634509,9.379010158803934e-05
1129,N22372,144,0.03,0.0002781308064634509,0.00013267061464080653
1130,N22613,144,0.03,0.0002781308064634509,0.00010692193747446207
1131,N15056P,143,0.03,0.00027619934252967696,0.000450496007961226
1132,N22332,143,0.03,0.00027619934252967696,0.00015754201060630174
1133,N22948,143,0.03,0.00027619934252967696,0.0001684938079744074
1134,N22066,143,0.03,0.00027619934252967696,0.00010872073254174974
1135,N23093,143,0.03,0.00027619934252967696,0.00023477856367699472
1136,N22927,143,0.03,0.00027619934252967696,0.00026855652280645474
1137,N22689,143,0.03,0.00027619934252967696,0.0005271638553314885
1138,N23299,143,0.03,0.00027619934252967696,0.00037040960743615344
1139,N22180,143,0.03,0.00027619934252967696,0.00035201197802722583
1140,N85015,143,0.03,0.00027619934252967696,0.00017787218623798866
1141,N22774,142,0.03,0.000274267878595903,0.00030402058902182064
1142,N22789,142,0.03,0.000274267878595903,0.00017759099286388688
1143,N82599,142,0.03,0.000274267878595903,0.0001255923349878555
1144,N22973,142,0.03,0.000274267878595903,0.00021223886108326462
1145,N21616,141,0.03,0.000272336414662129,0.0001293636963086735
1146,N22475,141,0.03,0.000272336414662129,0.000169102533705609
1147,N23526,141,0.03,0.000272336414662129,0.0005277167636513516
1148,N21114,141,0.03,0.000272336414662129,0.0001879182671202235
1149,N21705,141,0.03,0.000272336414662129,0.00014981919782619603
1150,N72800E,141,0.03,0.000272336414662129,0.000125124732523057
1151,N22318,141,0.03,0.000272336414662129,0.00016018227947848572
1152,N23551,141,0.03,0.000272336414662129,8.857170020723699e-05
1153,N21949,141,0.03,0.000272336414662129,0.00010183412777301785
1154,N23189,141,0.03,0.000272336414662129,0.000344221763090032
1155,N85175,141,0.03,0.000272336414662129,0.00023646572392160524
1156,N22893,141,0.03,0.000272336414662129,9.672420173877906e-05
1157,N21470,140,0.03,0.00027040495072835506,0.00015326829258343675
1158,N22251,140,0.03,0.00027040495072835506,9.394070328278299e-05
1159,N85032C,140,0.03,0.00027040495072835506,5.375743291254806e-05
1160,N22606,140,0.03,0.00027040495072835506,0.00047104208112733566
1161,N22061,140,0.03,0.00027040495072835506,0.00042641448102410663
1162,N22262,140,0.03,0.00027040495072835506,9.607019018328395e-05
1163,N21454,140,0.03,0.00027040495072835506,5.118456619745217e-05
1164,N22735,140,0.03,0.00027040495072835506,0.00012779659615637604
1165,N22203,139,0.03,0.0002684734867945811,0.0001459288295717694
1166,N21775,139,0.03,0.0002684734867945811,7.549673489085731e-05
1167,N79066K,139,0.03,0.0002684734867945811,7.197181270689253e-05
1168,N47567B,139,0.03,0.0002684734867945811,0.00036085429851021614
1169,N22778,139,0.03,0.0002684734867945811,0.0002921441183111631
1170,N22449,139,0.03,0.0002684734867945811,0.00015436673711223127
1171,N22081,139,0.03,0.0002684734867945811,0.0001239041215845404
1172,N21749,139,0.03,0.0002684734867945811,0.00040699212819569956
1173,N21650,138,0.03,0.00026654202286080714,7.248786047209802e-05
1174,N21615,138,0.03,0.00026654202286080714,0.00013577006070815295
1175,N22946,138,0.03,0.00026654202286080714,0.0006616122018654925
1176,N21679,138,0.03,0.00026654202286080714,0.00010832579802756188
1177,N85178,138,0.03,0.00026654202286080714,0.00021474221932386346
1178,N22452,138,0.03,0.00026654202286080714,0.00015369903449357765
1179,N22539,137,0.03,0.00026461055892703316,0.00010073673640292782
1180,N22977,137,0.03,0.00026461055892703316,0.00013205135732256
1181,N23128,137,0.03,0.00026461055892703316,0.00023054275936749171
1182,N22035,137,0.03,0.00026461055892703316,6.281459777125651e-05
1183,N22955,137,0.03,0.00026461055892703316,0.0002153656892769281
1184,N23377,137,0.03,0.00026461055892703316,6.251760701658721e-05
1185,N23068,137,0.03,0.00026461055892703316,0.0002050510529250455
1186,N22322,137,0.03,0.00026461055892703316,7.553359544551483e-05
1187,N22200,137,0.03,0.00026461055892703316,0.00018519585186908849
1188,N21588,137,0.03,0.00026461055892703316,0.0003630869949637582
1189,N22153,136,0.03,0.0002626790949932592,0.0001152081901614758
1190,N21407,136,0.03,0.0002626790949932592,0.00014877025175651307
1191,N22821,136,0.03,0.0002626790949932592,7.364422872964009e-05
1192,N21389,136,0.03,0.0002626790949932592,0.00010181727723374583
1193,N23252,136,0.03,0.0002626790949932592,0.0002255455213146345
1194,N21163,136,0.03,0.0002626790949932592,7.210135122754614e-05
1195,N23028,136,0.03,0.0002626790949932592,0.00024704786258443104
1196,N37340,136,0.03,0.0002626790949932592,0.00017860097206150334
1197,N22445,136,0.03,0.0002626790949932592,0.00016924892276553465
1198,N22959,136,0.03,0.0002626790949932592,0.00017955513384778122
1199,N22478,136,0.03,0.0002626790949932592,0.00022175520313713552
1200,N23334,136,0.03,0.0002626790949932592,0.0001571049497439338
1201,N23403,136,0.03,0.0002626790949932592,0.00023252269773195357
1202,N85035C,136,0.03,0.0002626790949932592,0.0001838193734423057
1203,N23282,136,0.03,0.0002626790949932592,7.771679343994539e-05
1204,N20985,135,0.03,0.00026074763105948524,0.00015764100752452482
1205,N23081,135,0.03,0.00026074763105948524,0.0004174721104641888
1206,N23122,135,0.03,0.00026074763105948524,0.00016055088502506102
1207,N16236,135,0.03,0.00026074763105948524,3.3091299654125324e-05
1208,N22947,135,0.03,0.00026074763105948524,0.0009125030405626479
1209,N22592,135,0.03,0.00026074763105948524,0.0003181718825342003
1210,N16238,135,0.03,0.00026074763105948524,3.330193139502551e-05
1211,N23424,135,0.03,0.00026074763105948524,0.00026430281479897515
1212,N22284,135,0.03,0.00026074763105948524,0.00017080338501337803
1213,N15034,135,0.03,0.00026074763105948524,7.714387510469684e-05
1214,N23681,134,0.03,0.00025881616712571126,0.00026610055670755827
1215,N21894,134,0.03,0.00025881616712571126,9.56615646059376e-05
1216,N22535,134,0.03,0.00025881616712571126,6.624473567181619e-05
1217,N22967,134,0.03,0.00025881616712571126,0.0003342209680320908
1218,N22312,134,0.03,0.00025881616712571126,0.0002010680067046228
1219,N22314,134,0.03,0.00025881616712571126,0.00017998166312310415
1220,N22121,134,0.03,0.00025881616712571126,0.00022118965691281855
1221,N22902,134,0.03,0.00025881616712571126,0.00026466720771073246
1222,N21819,134,0.03,0.00025881616712571126,0.00010816150526965973
1223,N21867,134,0.03,0.00025881616712571126,5.123617097397272e-05
1224,N22446,133,0.03,0.00025688470319193727,0.00011320192282940144
1225,N21883,133,0.03,0.00025688470319193727,7.639823874191016e-05
1226,N22279,133,0.03,0.00025688470319193727,0.00010606887892381628
1227,N35953,133,0.03,0.00025688470319193727,0.00016705203370794556
1228,N22858,133,0.03,0.00025688470319193727,0.0001617525391068966
1229,N85032A,133,0.03,0.00025688470319193727,5.979203228933869e-05
1230,N22133,133,0.03,0.00025688470319193727,8.117010083200408e-05
1231,N21042,133,0.03,0.00025688470319193727,0.00023039110451404362
1232,N21207,132,0.03,0.00025495323925816334,0.00017011145974452093
1233,N85203,132,0.03,0.00025495323925816334,4.205578654683767e-05
1234,N22362,132,0.03,0.00025495323925816334,0.0001381470399042117
1235,N22349,132,0.03,0.00025495323925816334,0.0005651797250878603
1236,N21110,132,0.03,0.00025495323925816334,0.00039052704500953125
1237,N23508,132,0.03,0.00025495323925816334,0.00012270668013752279
1238,N21382,131,0.03,0.00025302177532438936,0.00014629216932482224
1239,N21730,131,0.03,0.00025302177532438936,0.0002648093841358401
1240,N22717,131,0.03,0.00025302177532438936,5.642613706975355e-05
1241,N22673,131,0.03,0.00025302177532438936,0.0001026650699908691
1242,N22931,131,0.03,0.00025302177532438936,0.00020569242657608657
1243,N85032B,131,0.03,0.00025302177532438936,5.6701011491628305e-05
1244,N23437,131,0.03,0.00025302177532438936,0.0002499809095764663
1245,N23374,130,0.03,0.0002510903113906154,0.0002058535598578752
1246,N22321,130,0.03,0.0002510903113906154,8.75364452007125e-05
1247,N22481,130,0.03,0.0002510903113906154,7.720495830955789e-05
1248,N35648,130,0.03,0.0002510903113906154,0.00010831526644051688
1249,N22474,130,0.03,0.0002510903113906154,0.0001691973179890141
1250,N22523,130,0.03,0.0002510903113906154,6.519684276083771e-05
1251,N85071B,130,0.03,0.0002510903113906154,6.80898697221019e-05
1252,N23270,130,0.03,0.0002510903113906154,0.0001710930036571158
1253,N22396,130,0.03,0.0002510903113906154,6.5491727198098e-05
1254,N16161U,130,0.03,0.0002510903113906154,0.0001732972648256364
1255,N37450,130,0.03,0.0002510903113906154,0.00020699202441744078
1256,N21744,129,0.02,0.00024915884745684144,0.00015907435652135065
1257,N22420,129,0.02,0.00024915884745684144,6.442382427173399e-05
1258,N23155,129,0.02,0.00024915884745684144,0.00018493150903425872
1259,N23407,129,0.02,0.00024915884745684144,0.0002790586214077384
1260,N22243,129,0.02,0.00024915884745684144,0.0004734253792756214
1261,N85059,129,0.02,0.00024915884745684144,0.00013407868782872436
1262,N46000M,129,0.02,0.00024915884745684144,0.00016242340120166377
1263,N22715,129,0.02,0.00024915884745684144,6.253656387326824e-05
1264,N21215,128,0.02,0.00024722738352306745,7.850771562702561e-05
1265,N23369,128,0.02,0.00024722738352306745,0.0001644043927248301
1266,N22025,128,0.02,0.00024722738352306745,6.923149375778097e-05
1267,N22183,128,0.02,0.00024722738352306745,0.00020147031332974215
1268,N23092,128,0.02,0.00024722738352306745,0.0003799459595054099
1269,N22293,128,0.02,0.00024722738352306745,0.00013763415161511966
1270,N21245,127,0.02,0.0002452959195892935,0.00017736351058371467
1271,N21578,127,0.02,0.0002452959195892935,0.00015823814850997688
1272,N23507,127,0.02,0.0002452959195892935,0.0001114357756819533
1273,N84519B,127,0.02,0.0002452959195892935,7.84129313436205e-05
1274,N22340,127,0.02,0.0002452959195892935,7.963564859954617e-05
1275,N22849,127,0.02,0.0002452959195892935,0.0005088209901751948
1276,N22269,127,0.02,0.0002452959195892935,6.558440516409408e-05
1277,N79000,126,0.02,0.00024336445565551954,0.00035465540637552324
1278,N22434,126,0.02,0.00024336445565551954,0.00016189787500811779
1279,N23008,126,0.02,0.00024336445565551954,0.0006750283906021305
1280,N22096,126,0.02,0.00024336445565551954,6.180145909752654e-05
1281,N22604,126,0.02,0.00024336445565551954,0.0003092874357030301
1282,N82001S,126,0.02,0.00024336445565551954,0.0006024288953073556
1283,N22477,126,0.02,0.00024336445565551954,0.00020593465307812178
1284,N22681,126,0.02,0.00024336445565551954,9.985524256726048e-05
1285,N23054,126,0.02,0.00024336445565551954,0.00026304534330580094
1286,N23559,126,0.02,0.00024336445565551954,0.00015546412848232131
1287,N22522,126,0.02,0.00024336445565551954,6.16150500068299e-05
1288,N21394,126,0.02,0.00024336445565551954,0.0001666844813200747
1289,N23510,125,0.02,0.00024143299172174558,0.00010839320018464995
1290,N21159,125,0.02,0.00024143299172174558,6.341911086764007e-05
1291,N22376,125,0.02,0.00024143299172174558,0.00012023912929287697
1292,N22695,125,0.02,0.00024143299172174558,0.00010547279109706874
1293,N21363,125,0.02,0.00024143299172174558,0.00013951614622006295
1294,N21126,125,0.02,0.00024143299172174558,7.650671408847375e-05
1295,N22476,124,0.02,0.00023950152778797162,0.00029380073695334306
1296,N22291,124,0.02,0.00023950152778797162,0.00019752728714009045
1297,N22182,124,0.02,0.00023950152778797162,0.0001506522463614563
1298,N22939,124,0.02,0.00023950152778797162,0.00023478277631181272
1299,N22285,124,0.02,0.00023950152778797162,0.00015743669473585159
1300,N23552,124,0.02,0.00023950152778797162,0.00040904578766947643
1301,N21801,124,0.02,0.00023950152778797162,5.4252417503663526e-05
1302,N23228,124,0.02,0.00023950152778797162,0.00018748752521008263
1303,N21355,124,0.02,0.00023950152778797162,0.0001019015299301059
1304,N85087,124,0.02,0.00023950152778797162,0.00011714178954293962
1305,N84913A,124,0.02,0.00023950152778797162,0.00010034812084096698
1306,N84796B,124,0.02,0.00023950152778797162,0.0002520830143506502
1307,N22342,124,0.02,0.00023950152778797162,0.00010885237737981237
1308,N37449,124,0.02,0.00023950152778797162,0.00048251940468898723
1309,N21439,124,0.02,0.00023950152778797162,8.961538048339746e-05
1310,N22123,124,0.02,0.00023950152778797162,0.00011260056920913138
1311,N21014,123,0.02,0.00023757006385419766,6.306524954292772e-05
1312,N84279P,123,0.02,0.00023757006385419766,0.00014994663002944065
1313,N21564,123,0.02,0.00023757006385419766,0.00019289865463380866
1314,N85078,123,0.02,0.00023757006385419766,7.290385816037591e-05
1315,N85034B,123,0.02,0.00023757006385419766,0.00017027259302630958
1316,N22309,123,0.02,0.00023757006385419766,0.00011517343592422725
1317,N22163,123,0.02,0.00023757006385419766,0.00010782449448421943
1318,N70006,123,0.02,0.00023757006385419766,0.00019648044738781648
1319,N22403,123,0.02,0.00023757006385419766,6.790030115529173e-05
1320,N22756,123,0.02,0.00023757006385419766,6.914197526789839e-05
1321,N22599,123,0.02,0.00023757006385419766,9.977204302960491e-05
1322,N21809,122,0.02,0.00023563859992042368,0.00011158848369410594
1323,N21058,122,0.02,0.00023563859992042368,8.352917633008628e-05
1324,N22852,122,0.02,0.00023563859992042368,0.00018110433030210215
1325,N22894,122,0.02,0.00023563859992042368,0.000314639588239304
1326,N15060B,122,0.02,0.00023563859992042368,0.00018680929100438397
1327,N23274,122,0.02,0.00023563859992042368,0.00020959437957626271
1328,N22780,122,0.02,0.00023563859992042368,0.0005097646203744277
1329,N22703,122,0.02,0.00023563859992042368,6.121274338171051e-05
1330,N47310M,122,0.02,0.00023563859992042368,6.0077438298258453e-05
1331,N22063,121,0.02,0.00023370713598664972,0.00013748986887260307
1332,N22831,121,0.02,0.00023370713598664972,0.0002143704543011747
1333,N84950,121,0.02,0.00023370713598664972,0.00023717449972973442
1334,N23380,121,0.02,0.00023370713598664972,9.667786275578105e-05
1335,N21706,120,0.02,0.00023177567205287576,0.00016662655759132718
1336,N21455,120,0.02,0.00023177567205287576,5.4426188689906185e-05
1337,N23505,120,0.02,0.00023177567205287576,0.00015292285652836041
1338,N21408,119,0.02,0.0002298442081191018,0.00013506339121743276
1339,N23251,119,0.02,0.0002298442081191018,0.00021716132486810226
1340,N22691,119,0.02,0.0002298442081191018,0.00027960521077537447
1341,N22292,119,0.02,0.0002298442081191018,0.00016943849133234482
1342,N21824,119,0.02,0.0002298442081191018,0.00011050688970458339
1343,N23121,119,0.02,0.0002298442081191018,9.466422331277517e-05
1344,N23061,119,0.02,0.0002298442081191018,0.00014114222325981246
1345,N23341,119,0.02,0.0002298442081191018,0.00026847648274491254
1346,N72349B,118,0.02,0.00022791274418532782,0.00015701437809534675
1347,N22247,118,0.02,0.00022791274418532782,6.246705539877119e-05
1348,N22933,118,0.02,0.00022791274418532782,0.00020118701363823138
1349,N22843,118,0.02,0.00022791274418532782,0.0002583419365314995
1350,N22350,118,0.02,0.00022791274418532782,0.000400381451007547
1351,N20986,118,0.02,0.00022791274418532782,8.777972486145225e-05
1352,N22286,118,0.02,0.00022791274418532782,0.00011220247521882998
1353,N85131A,118,0.02,0.00022791274418532782,8.862119866634854e-05
1354,N23360,118,0.02,0.00022791274418532782,0.00021679798511504942
1355,N23111,118,0.02,0.00022791274418532782,0.00035521358048890884
1356,N22848,117,0.02,0.00022598128025155386,0.0005135728422499033
1357,N21677,117,0.02,0.00022598128025155386,7.555781809571835e-05
1358,N85183B,117,0.02,0.00022598128025155386,0.00013384278027891614
1359,N23546,117,0.02,0.00022598128025155386,0.0001404387132452058
1360,N47504H,117,0.02,0.00022598128025155386,9.657254688533094e-05
1361,N22190,117,0.02,0.00022598128025155386,0.00011139364933377324
1362,N22683,117,0.02,0.00022598128025155386,8.78323827966773e-05
1363,N21109,116,0.02,0.0002240498163177799,0.0002890815327984742
1364,N21504,116,0.02,0.0002240498163177799,8.309106230901389e-05
1365,N22261,116,0.02,0.0002240498163177799,5.790371873216843e-05
1366,N23501,116,0.02,0.0002240498163177799,0.00023384019927128426
1367,N23227,116,0.02,0.0002240498163177799,0.00021761523626974216
